Pig Manure (kg),Kitchen Food Waste (kg),Chicken Litter (kg),Cassava (kg),Bagasse Feed (kg),Energy Grass (kg),Banana Shafts (kg),Alcohol Waste (kg),Municipal Residue (kg),Fish Waste (kg),Water (L),Temperature (C),Humidity (%),C/N Ratio,Digester Temp (C),biogas_production
36.70464483,21.43252494,4.864374032,26.73895889,16.73006407,9.273063196,10.2862012,4.075235457,4.167805473,3.498560284,129.4416315,31.53539551,77.00908507,24.4262852,38.2832595,87.01586
19.04949699,15.89626771,9.995995725,21.11239399,15.22050077,6.160681321,10.13954168,5.921875471,14.40836373,6.216442062,118.306966,28.64350522,62.6009938,22.86433449,37.54560465,73.56751
22.69277469,17.04142481,4.777525898,13.5194406,13.196761,9.633172387,9.346780706,5.657749858,19.21520865,8.566722812,71.44974805,30.36553514,79.96424535,20.39528665,33.25805648,74.25929
32.12180555,22.54516336,5.876513374,14.07729229,16.71698444,18.73562797,12.20909731,5.660039289,15.36159769,9.495749184,106.0157408,29.94306592,80.06297856,21.1505162,36.59158157,89.14715
27.62713191,20.33801048,7.441197062,5.32553709,16.72577377,12.33197602,5.904056175,6.322345073,5.809755498,3.335465855,79.98159204,29.34653529,75.4593117,28.80366387,39.02348459,67.906334
33.4160252,16.63713725,5.682130392,12.26549855,28.36653771,11.18910442,9.437702679,7.368746502,12.0406885,5.339102164,116.4692787,26.90608424,77.90930766,25.20835576,36.41800088,83.41836
40.75780373,36.2427025,9.630722374,16.29436024,16.69016741,7.85047932,9.822603772,9.532249611,6.505124304,4.892962725,62.62171822,27.46049706,87.20706107,25.56558629,34.07665821,95.39697
30.28775858,11.30807333,11.32145198,20.32471059,6.386544515,8.297622935,5.700320215,7.518700663,9.942734179,2.488933876,20.65801669,31.0006972,66.95019217,28.43599849,36.43750336,70.21121
36.75901997,30.45142586,10.27099056,24.5149877,15.03755327,14.14104231,7.046219543,9.392025793,11.50175652,3.377556135,109.2576145,29.70865143,87.64374515,26.82602126,39.30643944,99.17518
29.29015802,9.40190502,12.04104439,26.51033279,19.99378733,10.37256062,7.587457064,9.675868267,11.45916488,6.290730047,39.89299604,27.03423372,64.39863165,27.6818105,35.45630575,79.10068
17.10169877,19.93882555,10.74510515,13.37720098,10.02806026,10.47273913,12.31351995,5.389505613,12.1722446,5.260206384,127.6371465,30.51771583,64.43604739,24.00032994,38.89582394,69.744354
29.69499464,21.36274617,15.32189433,20.88609349,15.34738198,14.02301135,7.126846198,2.544264287,8.535651178,5.765566783,101.8414532,28.7119311,64.75849147,28.44815842,37.25011938,84.65468
23.97443724,10.70753723,9.886603954,27.65852094,16.75627155,4.074981444,4.934017814,4.771803069,18.79257483,6.403452543,90.62049587,26.49284155,87.90148744,27.69323847,32.94703488,76.29051
42.73011546,7.375314104,7.842683044,30.81247774,6.583737495,7.730783149,5.4381933,4.692499851,21.8290568,5.68729045,93.1387523,25.21816328,74.3020491,29.87555336,39.06330272,86.90744
15.1436831,17.90047976,18.34306786,16.15581261,21.14291162,9.423297421,8.339740177,3.000740526,20.57438112,4.836899602,146.789479,32.97392831,77.27603584,23.82007376,37.40487382,83.14814
12.98782072,13.31229379,5.639438929,33.68431307,17.0065427,18.6892608,10.51199667,6.665656254,13.57830959,8.011621238,57.64792664,33.51863118,69.36056761,27.82340943,35.21636406,75.603096
19.77494645,7.775519321,7.860433179,10.41973898,10.17664882,6.24258075,8.231547126,6.796123055,13.83968806,4.436502135,57.37882296,33.28942184,88.03346436,25.37459004,36.64703517,58.063572
22.144477,18.11672443,13.68641491,21.34806389,14.17902503,12.88688053,4.22173279,5.389564933,5.050773963,6.345231809,94.18596216,31.65913751,85.24271845,19.13552618,37.59536505,73.385605
24.05100622,25.63550509,13.28354531,17.2064434,16.166267,2.109385754,8.082753091,3.486500401,0.765017286,6.996294899,115.1910379,25.87730417,93.33423418,27.65036601,39.47395919,72.92026
23.73817757,32.88393944,13.86305175,28.41349909,9.821959483,4.913954756,7.157404818,5.78127503,11.24082273,7.333101725,123.0768965,34.61446951,82.5135873,24.70358805,32.78669085,92.82539
19.19992601,19.88813617,6.072695508,20.61303933,21.76737943,9.725831638,7.166659868,4.626785583,11.57943683,3.608000273,129.8655563,30.16324449,69.69723132,27.30834861,38.4072252,74.291824
19.02594384,15.7651902,14.05799819,16.39751909,8.590744284,4.75413827,2.663908062,0.805525112,13.87549923,3.508241487,121.7350299,29.84453537,96.88106866,21.15624163,38.57004492,68.47237
47.96418111,19.80863992,7.130372774,30.1553619,2.844460669,18.39208641,6.650779088,7.224837167,9.01149397,6.349937337,121.981537,32.28544104,87.26518876,32.55286624,35.87594075,99.86775
41.124181,22.26070696,9.819628523,10.81761025,16.43945505,6.16444424,8.052513014,5.362974864,10.60121527,7.033584412,103.9664093,29.38769166,59.6853232,25.60295303,34.66587118,88.17009
28.49375971,16.573494,11.59503037,26.55810826,25.37769163,7.019017506,15.32782091,6.758360001,10.82671067,6.738811034,118.6882283,35.08916558,67.33416257,20.29110645,34.92551819,92.93742
11.79607526,20.92242164,18.76921811,32.29600453,10.91061876,10.85609153,11.2188711,3.146225609,8.408582986,5.569334274,76.73519995,33.30332977,88.08471019,20.71838773,33.96024743,77.22751
22.2363851,26.07643892,13.03966726,17.51478612,13.70872821,14.23116201,6.554746537,6.326028394,7.364805564,7.669995526,96.53579742,29.69326148,65.86895866,23.43926372,37.36060742,78.812744
20.70139682,26.06704328,14.50326955,33.76414719,6.671448022,15.17807509,7.480930656,2.344962055,11.92309965,9.064635345,86.70634756,32.25846204,73.09904843,27.10856671,36.27985146,88.23462
42.97386601,14.77168555,15.58790994,19.77225786,14.71947516,16.53790344,8.580507096,0.551093708,18.37230983,6.948384995,88.27452642,25.1939271,73.02016298,24.82454147,36.70063079,95.02823
37.88245672,24.63479117,13.10405621,9.081614855,12.80771816,8.070082115,4.204508885,4.918322004,3.429934799,8.801898561,113.3523111,28.97661789,79.64952218,25.67181013,34.93902845,82.54384
28.13228388,24.00918232,10.4852758,16.41573989,15.74599983,9.992374695,8.08436036,4.053895263,12.78847401,8.186668531,93.7285459,33.85042635,85.71432265,29.19779438,38.94470619,85.14679
14.37559881,8.059800329,9.158680306,18.78201698,15.41508348,11.99805503,7.79014697,2.8563511,14.76831127,5.939581106,145.0375945,33.87434672,86.59029387,25.83255914,37.81273381,66.84627
20.14051426,1.729150989,16.6331975,2.552014917,5.60756912,12.23749677,4.465469287,5.410317166,16.21473394,8.917360203,86.41721877,28.02100152,66.54858199,25.26664867,35.01225278,57.057484
45.52463512,22.52885004,15.64729818,30.86633811,14.32203087,13.17715088,9.327471185,3.44407171,13.38826282,7.709316309,129.216151,30.15497911,74.47396238,32.15358924,39.28193889,110.18162
24.23951048,27.85501388,8.82970028,26.95751607,16.75294539,13.03581122,4.969077111,10.97782355,13.53591797,6.683814644,139.0372241,32.53333394,66.71195228,23.05874031,38.23507121,92.9614
24.36257567,10.35388791,9.249292958,19.88982786,10.64461928,12.16537352,7.787969306,4.390290153,11.18947001,6.403666305,44.58901161,26.43425103,66.60636383,22.74194709,37.86618721,64.327774
41.97041943,27.2870324,7.377567776,25.80641381,8.964855124,12.05788637,6.57646732,4.61893384,17.05137575,5.112017604,76.48383769,33.03632756,89.38169118,28.36821806,40.77630273,99.13165
16.91442693,25.09970895,12.50055169,29.64243776,6.049362009,11.37340178,7.907834536,6.878249187,22.73736476,7.995109716,122.1605645,25.73556127,75.33345618,16.48723607,37.89191638,85.48419
18.1036276,6.089277279,15.09257664,9.867757882,1.290784191,11.58165103,7.419819405,9.601676518,5.645674369,9.407544304,124.3787124,31.50342249,77.49512148,28.05662257,33.75241872,59.363697
32.41145864,27.89320136,10.20393727,35.14813855,24.46129845,0.022782865,10.00992113,0.454899544,21.02529126,9.949595085,116.2343507,29.71836545,68.88647225,27.50249825,36.28727096,106.851326
32.91174957,18.74403891,3.794444852,17.45989302,16.72878022,9.748990305,8.120284722,6.18847208,17.43694833,8.819251798,117.8413481,34.59755477,68.14733876,26.88484666,36.10569483,87.679276
5.556549881,24.69885673,5.121772895,27.16337452,14.72715551,3.024031633,6.865330897,3.151053739,11.40845976,3.953228238,51.03424182,34.28677659,87.22712533,29.40743972,37.18871116,63.57011
45.47138727,9.131286884,19.63119714,14.85513821,0.324586017,13.56825929,7.342178025,6.044687044,11.7997554,7.439645531,124.6001173,27.77261509,42.83256602,25.47659478,30,88.40276
24.86250149,20.26748028,17.1567309,23.96799091,18.41167653,6.522885962,6.715378333,3.368570245,17.97745874,5.545687875,104.761135,32.09051221,69.10556974,23.54292845,34.29075039,89.78601
20.7464035,27.65006711,3.486031025,20.67893284,5.107037528,13.89648413,6.084922602,8.690579459,9.125410434,7.826758343,96.82125203,23.28311416,84.36808128,24.63026988,32.79084582,70.06032
29.83218594,17.37278063,6.556613365,36.80535004,12.01188535,18.52575341,6.759030173,9.181045074,14.33834484,6.459692307,145.9417954,29.79282298,53.50178863,25.7127797,38.59461744,93.55263
22.14083519,4.436931307,11.79647727,28.68235249,7.700601005,8.316938474,9.942130353,5.894300111,10.97944493,5.51688183,46.88726522,30.7859161,75.92776107,22.56273409,36.92621416,64.72246
31.44897706,15.32376776,10.57092069,9.308616706,13.31553962,10.6149716,7.819345951,7.424427974,11.46215967,2.780157745,118.7131297,30.66078184,65.12587088,26.38667159,36.65232917,74.794586
25.02559222,27.49531741,6.835341722,24.44652685,15.13517521,5.841817992,5.254217447,3.617738392,8.445759634,8.818167526,101.1777446,29.26448708,77.7085122,29.09081949,32.63034094,80.858444
38.28411859,14.77602306,8.313417602,22.50699135,12.90222563,10.85030323,6.927354578,1.846803729,8.5754291,5.3381538,109.7266798,33.00939505,72.26363138,22.83295983,37.00340594,83.60903
16.40968637,24.96351043,10.01832355,25.98165006,3.404863313,2.563137831,7.22670436,4.851583635,1.303022423,9.202145651,103.133756,29.36383044,54.89173501,22.29177245,37.45121882,67.24746
25.22637289,8.940979078,11.82052513,14.99626431,11.78804628,7.592813405,3.924355919,2.488242495,7.362251581,3.972323262,75.22674618,25.23274243,89.10303075,29.01579945,34.97486291,60.53716
39.07628428,12.59139425,12.42699125,24.09804144,15.87773859,9.82945221,4.794959306,1.579332113,17.44912382,5.55994811,167.0544256,28.19456776,78.21515278,24.69550526,36.15559725,92.93299
31.30666334,29.4950339,5.583486738,29.41318305,14.69834894,6.47507605,5.902753039,6.14135323,16.2162029,6.953629523,123.2209776,36.26464336,61.20879775,21.55276034,39.92243469,98.537315
24.32365745,16.26673332,16.12501531,16.53658473,20.37530755,6.198360562,13.72293266,8.667664693,21.9227788,9.447979499,49.03538977,27.76045667,60.22439996,25.06566354,35.27478382,85.38537
25.7052416,15.77784618,23.6823666,15.1414263,11.21457314,8.442533242,11.31218462,1.461572325,18.64465302,6.85647167,108.7515588,21.87299848,74.50881706,26.29118848,36.04291314,83.525894
32.94377808,26.11133034,2.995145062,18.08550926,18.06755613,10.49616547,7.524984347,3.216083857,4.2697183,4.213366289,59.73246621,24.7303959,93.18870866,22.63961282,36.41218105,75.13357
19.78439647,16.85242507,10.11530443,14.10852241,14.66984154,5.092930966,3.414809506,5.590908738,9.869663707,3.12769404,120.8536765,32.47624367,81.26557314,28.98972124,33.75298859,66.38911
29.40442728,14.78042744,3.721604517,16.801058,8.34186192,8.251772966,10.78369504,4.754751051,8.965360561,6.855344943,83.90912845,25.34095805,65.5650465,25.88682343,37.2829264,66.41719
24.08503083,9.432404007,8.039715309,15.69653247,19.9509747,12.1952445,10.38720111,4.634766482,11.0234004,1.726671826,76.23659376,27.87574371,67.60668457,21.79898525,38.34609677,65.62785
12.22837852,18.93266507,11.29696086,14.24006354,17.8197748,5.844106891,9.807557949,3.368282776,10.80945856,7.03505759,96.58695499,29.03714637,74.389617,27.2844447,35.72669353,63.947605
27.43600848,18.7472605,7.782228792,23.05030494,25.47043594,13.91449521,5.467385715,5.987282433,15.30695914,8.598753183,69.26266602,29.8817449,68.98550103,26.50753056,36.81644373,86.55685
14.94217384,14.61603326,12.20110346,22.84154517,12.74302834,8.057353749,5.950565347,3.790628325,4.715883398,8.230212295,63.23480047,31.7386749,70.7633864,28.73436559,34.25607681,62.921223
10.09413504,3.313815642,17.62150006,27.81461842,19.48044552,10.10883471,6.866160394,12.1809093,0.590543992,3.531720715,93.87648604,37.28455853,69.65482039,22.73148871,34.04217167,66.163666
6.361300964,17.98538593,10.45827264,19.58356739,10.79576296,14.04300519,10.29806089,7.367730933,13.20717547,5.654117066,153.4295615,30.71662756,59.83674094,24.91633015,39.27977139,66.60456
26.54295099,35.79962155,21.82138532,26.88650344,15.02322567,3.949955926,13.47218142,5.261731837,17.61174858,5.601209778,136.5643015,30.61473571,81.85234794,23.01377848,35.77876105,106.6679
28.66910405,19.93079298,13.06459597,22.82013276,16.53280567,6.096589223,11.21101494,5.505619604,19.57907372,8.091599352,105.4719642,31.6927088,74.23266536,23.58819187,38.11896448,91.31586
26.04055049,3.704247144,12.69174003,33.8942453,11.25905529,5.54141707,11.76752502,4.558376369,7.008514167,8.054325431,125.8286235,30.5182524,92.03060829,25.16744289,36.64741955,74.86774
14.7769286,19.73422171,8.638078361,19.82628069,21.31945119,8.503248749,10.33486817,5.684495086,14.47688474,4.051511457,56.75829835,31.52114522,66.81221318,21.7285926,34.93931732,70.743065
34.73921557,17.24539648,10.93495946,21.72933308,12.92476783,8.727211095,7.570241125,7.531639453,6.156910426,9.077171617,98.15211048,35.97745616,90.52731773,25.65072336,36.06534175,85.85617
30.41756623,28.59889658,10.90011216,25.54330988,6.065104051,3.845564405,9.203815537,1.919253636,19.52311135,9.796326583,70.86057176,32.50877844,76.80452946,24.27973128,34.62003556,92.71187
24.47551184,16.94507492,15.35778485,26.63258517,16.37902458,9.937644777,6.600060644,5.281288374,6.831758029,8.920790153,134.398898,28.40978549,80.6564391,24.47795831,39.7872263,81.70242
32.78729549,22.92659011,17.05135503,14.0240777,24.71575619,12.51730953,3.817763174,4.665188958,10.65903384,6.43850835,95.49932652,28.08373899,70.05878674,21.09416336,36.45861707,89.952835
16.55527261,12.57157056,12.41205529,27.63648461,19.82711865,14.16123581,3.7248765,5.972462126,9.224847386,6.557973145,64.80809022,30.71661932,70.27944672,26.92966575,36.83945633,71.55716
17.42719001,14.68936105,15.99327603,9.813734497,20.50989096,6.52263162,4.350970622,5.420298596,0.46536895,4.916751874,8.119382075,27.96229783,97.99699128,22.98682874,35.0749936,59.423195
16.42707283,20.70320808,7.477283362,21.01151444,20.38618906,7.953924628,6.607233489,4.378174981,10.07058666,6.32816762,147.3032818,27.20790546,74.35375581,23.15951833,41.57102191,72.67825
34.86078473,22.76497989,12.8410334,28.62670027,2.685989362,7.294915089,3.122528188,7.416626193,15.08417301,7.929596102,138.212113,26.38497414,75.85865317,19.94156764,36.56677901,91.27504
28.7540812,19.17673176,10.1086824,25.98445999,9.396556675,8.951509264,5.640621693,1.631563631,7.677530721,6.005710151,101.9450971,33.7186873,47.77845267,24.2602096,36.33190758,79.655266
25.34616777,19.38037304,11.7679781,14.67374867,12.20248336,13.05601731,12.531434,2.828682385,9.365182779,2.335430271,84.02901881,30.51569839,67.14914187,25.2194075,34.25758146,73.280914
39.77214216,12.32564115,12.51460702,10.16098249,20.27897752,3.105080464,6.218762108,2.042997072,6.29822374,4.979128835,150.8752391,27.75382894,73.22173816,21.8987097,36.10744534,79.46196
18.35274546,12.00319077,15.87018959,32.91500642,1.730782682,5.074251168,5.136245447,4.82973967,8.148733414,5.415167726,156.1255918,33.84367315,84.60803474,25.00867692,37.51857617,73.162506
26.8490787,16.32123199,7.814713594,23.01329987,18.66534975,11.13228199,5.32314244,3.258986665,13.3307945,5.213807352,103.9473765,23.42041594,70.72480163,23.81237555,37.67193378,75.46543
5.175934812,15.13494817,11.20433386,23.6757283,16.02779315,11.88374786,10.6539979,5.095270423,17.07811148,4.660038329,88.92744846,35.06956347,71.52854779,28.22960535,35.76113743,69.15164
21.62615299,20.39357609,10.76128063,21.81606049,11.24367096,12.0790209,4.13476151,5.562088367,19.8224459,5.606861597,69.85668144,30.8248769,79.25376175,23.43945849,37.55479437,78.86707
19.00387699,28.81255761,15.51095477,25.23208432,7.48248191,15.30641536,2.929826559,4.204679081,11.25713501,5.729800947,40.65798394,31.6924817,67.8066768,21.79136927,35.96097962,80.671616
37.5303591,15.88391519,13.42412702,29.07847901,4.70518026,9.075742922,5.718901275,5.350392132,11.72859925,5.533137161,61.50871208,28.80989746,82.69896512,22.1309865,39.15212265,84.60641
34.22498996,17.82299279,6.998413486,13.12257541,6.494927598,9.167861034,5.539740244,3.153976888,9.177674144,8.255937047,93.21753995,25.2686064,52.38690375,28.04220218,35.35273211,72.504135
43.19719101,22.80808686,6.82984006,15.85563282,29.70123709,12.96415603,9.85904728,3.481000722,10.71178821,6.720293006,105.998686,32.03340961,71.85359036,25.7498219,36.81210924,100.10513
27.28198643,19.31179054,21.48352415,30.70367139,19.60797729,8.898863754,5.47715141,6.490846586,14.22247608,8.961788951,131.8443191,30.08729051,70.01898336,26.94707616,35.69044254,98.75265
23.07076227,22.6428773,15.2088424,31.34212854,18.26699272,15.63092417,10.05178235,4.135036193,20.25998678,4.642655102,111.0167478,33.87276091,64.92191634,22.0776859,37.1761644,98.352325
9.336120108,12.83663922,6.809059809,23.54588277,16.72923891,11.44759581,9.676813468,6.119558488,21.43010147,9.448595057,112.3485197,27.46383801,62.09035014,25.69487291,34.91030699,70.02058
31.08352113,20.1268207,4.788794652,17.03813903,7.971536049,1.996040411,0.203826358,2.854256903,7.566306125,6.444183156,140.0077163,29.99422065,62.84297874,27.38000382,33.46503591,73.50334
24.83953538,7.184627701,12.2959993,29.13743253,5.805536435,7.961737013,7.178158525,5.811308013,20.79649704,6.220081047,85.88665005,24.38087827,75.30107451,22.11734072,35.23042428,73.49641
15.58039919,15.09421978,8.590647808,6.364131633,12.55684953,7.972064525,9.514170996,4.585211238,6.445615121,4.439806763,104.7557865,28.38885831,66.64043653,22.23583732,35.25969413,54.30414
44.06730037,6.840165038,5.213861261,20.68772166,14.31454101,9.497465854,13.69430254,4.173988359,6.934353882,5.113807932,131.7831833,29.44895528,60.76646076,32.43358627,38.35625999,82.52524
19.98181662,13.87822177,14.21541629,16.00149235,11.14823618,14.05149028,11.81647811,5.412498503,5.452663022,6.673055256,98.52330952,28.02703233,69.48033812,25.68022735,35.18357049,66.75795
9.267094495,7.794641649,18.20138254,25.75263629,20.24143285,10.58995276,10.30977178,6.723147125,17.55150894,4.934204411,90.00414797,32.67006195,86.49958426,32.8418848,36.30390558,73.76897
18.96579886,25.32864298,13.44164776,6.04084071,14.44623772,8.511177493,4.400558558,5.632524745,15.14313228,7.663961433,90.84650866,22.88428443,82.66324032,29.97354305,35.67350615,70.83323
41.06961,7.009213084,14.98534323,25.7414038,5.506129003,6.232450243,10.1682762,4.126524486,19.09014409,7.911130522,163.0475563,37.14469944,64.3939987,24.74175326,35.75774632,96.49515
39.69742139,35.8094769,15.81063353,14.22910665,28.36586107,18.36634372,6.864800747,10.73785352,0.842716902,10.38635695,71.14880085,27.21330658,71.69331587,26.62149785,35.98893536,105.20482
23.66269543,24.15361707,3.491100816,19.50275292,12.90699483,8.047208101,9.822711424,8.630971282,14.7724299,8.001845135,89.85387457,29.48925414,76.85594925,23.83388619,37.04620371,77.71045
18.43410141,26.83626422,11.81141352,31.78315002,10.92900486,10.11360338,3.829106914,3.697904773,13.03093121,5.925718451,43.8485522,26.04446206,75.74049812,25.2253874,32.08359681,78.367065
46.0940778,25.80477723,18.16541059,29.47355366,22.24930093,6.94833411,5.278315186,9.87726065,16.41908279,6.976062869,91.02266782,32.7776035,86.7746701,25.24256684,36.3759726,117.51155
33.54538393,18.36825716,5.49533626,19.20050979,12.29347124,12.94367069,6.822795412,4.748559424,34.98167236,7.144297133,121.7329621,33.23582134,60.90187207,26.31450393,37.93156179,98.398865
27.26523666,12.13800819,10.96146258,18.80638608,0.291552792,14.54668288,9.678817153,1.410065602,18.01756515,6.803059757,93.43034436,31.07736847,63.75667603,28.65354291,36.80577287,73.890884
24.94971096,27.48559884,15.34736178,20.14125894,19.76013615,10.73200589,11.9304311,3.770075401,14.36306342,9.887145828,114.9577463,29.91892107,69.77924978,21.97274899,36.93307144,93.40221
32.21692421,14.95554788,17.0045214,26.83381238,8.853574586,8.536125439,5.464765382,2.31264505,9.413225404,3.312102888,117.1473102,27.33254899,68.46442589,26.46658689,34.35066579,82.008194
30.26929897,13.1452231,7.412275784,27.41333014,10.67199204,6.587043509,7.039031553,5.972044728,18.85759479,1.008822756,97.28963288,30.26723255,60.06992251,20.23168593,38.10431461,79.34871
25.95058724,26.47573325,11.70623271,29.00523726,13.30031888,2.957987048,9.822129565,7.215590522,13.31234952,5.156924263,96.64297017,31.22782898,87.88755273,23.84731954,38.94417635,88.43376
18.47076381,11.45148245,8.762099574,14.99476564,14.01467716,11.85881079,10.85858649,5.480203632,10.6847611,3.395615617,131.3059192,29.84932899,75.82761768,20.04284852,38.71784843,64.087204
18.57443226,19.37491628,7.094850593,18.29685055,5.17480863,3.839103231,2.934415609,3.541909026,17.76310646,6.177280308,129.4121216,32.24027413,75.6777576,22.51868445,34.50795907,69.407616
37.7645143,13.59146216,12.45313323,25.05471232,14.64821195,14.43691554,6.489947169,7.196778583,9.427696091,6.761679827,92.61746479,31.67809945,83.30377289,26.12985196,34.36601426,89.2931
25.44249841,15.94875356,12.97028449,22.64145238,16.08434336,9.041416588,12.12787799,7.022065909,15.21708692,4.939830824,67.30166938,32.17542974,64.80515689,27.50951331,36.17474013,81.52609
24.04225352,27.16005389,17.21164929,15.43491214,17.2360349,7.673825711,8.746975023,6.848403659,10.79232751,7.525620222,68.70539813,30.65295148,65.15313935,25.23069513,35.461512,84.5064
36.49792969,32.62355347,18.73222315,25.59217802,11.0925535,8.370688263,6.680187552,5.499325635,8.92513016,7.567235725,103.4017764,34.09817982,59.51356424,23.70851452,37.04252785,103.791595
11.76857434,15.74382252,15.91324712,15.13162549,11.40821471,5.549107917,9.384978131,4.159901213,13.68276427,3.45923565,112.7086102,29.02478955,90.73012961,26.83129177,35.81281884,62.86507
30.87794521,18.75304715,5.452027998,23.88300052,9.724062289,10.97488876,3.993041864,2.563740536,21.11621473,6.465511969,119.466758,30.81132899,81.29834158,26.85045498,40.10367582,85.18863
25.44668253,12.34947655,18.43539199,25.01576985,8.796698713,7.117441795,4.795283486,5.370546408,17.7784994,7.06287554,96.36501937,27.14713941,78.49584242,30.0473047,34.95860896,79.530975
27.9805606,18.65093425,13.90853774,8.728997435,17.49385971,9.649232065,8.947704534,5.488360665,10.20187136,8.087706343,112.4266671,32.6887332,52.3571831,27.88566213,40.33011914,80.20932
14.02272969,21.52209641,10.99181325,20.97150619,9.839066962,17.26619622,4.967528316,4.890421207,8.428771819,3.198697693,134.6346344,32.54831864,67.46900714,33.94798113,31.88982632,71.77031
9.810520782,21.10858752,11.63032671,30.6850799,18.49088451,15.11120795,10.56647583,5.380002055,8.673607867,4.57317504,113.0733846,28.82467965,91.24088509,25.56296598,36.8519306,74.43678
45.44639776,16.70248818,16.63931621,17.04717369,18.25944421,10.38233293,9.270546092,7.012597223,17.16653071,8.874065521,147.9813598,35.72441231,66.36158752,28.06700757,35.80165019,108.01379
31.27851396,28.3269935,19.75146234,11.53574047,19.06857077,15.68154028,8.031889201,6.134874025,15.31116266,9.121711851,72.49219568,32.54455149,71.82877099,23.09899653,36.49419136,97.82962
30.55927778,20.7744988,15.62904982,16.46688977,10.26347025,9.576475366,10.4013885,4.295666011,12.11627587,6.105918111,59.53303816,24.91939779,62.92800077,29.60408366,34.61412069,79.29387
21.82588785,7.820139282,10.46237233,15.7200638,13.42387553,16.61339415,9.50625019,5.248126756,12.45325012,4.216669783,87.48184914,29.9987414,60.59884319,28.63451837,37.49885339,66.08609
35.05006511,25.06292586,9.300109067,21.24411814,5.094717809,11.93112905,3.702338262,3.420853049,20.25048806,5.794796326,86.59244719,32.23660677,64.98105653,22.75388481,37.40746706,90.934586
22.98093995,27.91732818,12.87963371,17.85431661,25.56162183,5.051193379,3.889318085,5.588749322,18.21424034,4.492487613,93.49439158,23.3729451,81.2300117,26.11881829,37.24020193,84.572586
14.31849375,10.66769803,0.947189621,30.28971631,18.81287827,11.29840249,5.762518255,4.087187555,23.22581815,6.390833767,102.8622995,32.11668584,55.50728361,24.33213875,32.30846826,73.97373
30.27400773,27.6090766,7.538968554,24.00547658,14.66646147,8.726024955,7.298693422,5.772819075,20.28078715,6.238608137,95.7782715,29.46886197,85.19058235,23.82068878,33.38867631,93.067726
13.9608294,20.26761348,11.17945654,10.11949973,21.79887613,16.27007862,8.783828637,5.733627592,3.260954274,6.291503958,105.9849024,27.28896579,85.41579199,27.16518509,34.89858649,63.80219
10.9531256,15.62591631,10.14984856,36.17296875,16.66693328,15.87568005,7.716110793,5.392498302,12.69804147,5.017564772,128.2708829,29.63385787,87.43203566,22.36461468,33.62008456,75.95526
20.68139528,25.2244756,17.64063821,11.19603342,22.42453921,5.782342725,12.73931144,1.787013374,11.33598372,3.930998456,102.4738605,26.64744394,77.88389365,26.9368431,35.91938513,77.85017
36.49015396,17.37023039,8.476368859,14.11131196,17.9623481,12.48752549,11.33049182,5.452513968,7.521567273,5.596009723,86.69546459,28.98504553,78.15939669,29.72011824,36.78941409,81.48442
33.08701632,21.73797018,8.60943672,32.50375427,18.62968543,7.9732701,9.270535013,4.440379018,11.91076469,7.707209211,125.5081292,29.32046499,54.22975787,27.17205771,36.13375797,95.05852
11.98223113,13.67731557,10.90605962,25.91004187,21.99288708,10.99951116,7.595556544,5.256850923,7.776355898,5.056393701,146.040582,30.10961763,64.31838618,19.89402482,35.15716888,69.13347
19.46456083,1.502471887,10.02221823,27.17644567,6.003083418,11.19030534,5.623849409,3.245695772,17.4791777,5.445699856,116.5631354,28.69061369,66.67237839,24.02718564,36.31377674,64.20973
30.98554617,6.590909517,9.253611563,22.95442379,8.178391506,8.142319404,10.67607239,5.478006768,15.04128897,6.298918666,122.8868083,22.77349131,63.12238475,21.82268973,35.33412618,72.43431
19.80484263,15.58469504,13.82059195,22.57363256,13.07988158,9.187203742,6.846331627,6.178334002,6.669935897,4.963429934,88.60564655,30.22322679,61.97343926,23.09968163,36.92721764,69.16876
15.09961776,14.87429999,9.132577006,15.48548914,13.56982566,4.937652934,8.884116178,2.407324691,7.861854294,2.402766121,149.3955672,33.99013847,65.44588038,24.02372155,33.8174639,62.128532
11.78260873,15.26455894,12.82688348,35.00372068,20.09679963,7.018101726,6.039108933,1.370392654,11.21958488,9.067756046,106.1048904,29.66510559,61.43605668,30.36583915,33.21982341,76.22841
32.18037655,20.12029172,8.20018577,21.93394917,12.64742393,10.79731517,6.335176872,5.27905428,14.70916174,5.641342779,150.7306121,27.37993375,71.31494711,25.12364413,40.59068075,85.532394
30.92649068,25.01709514,12.00086909,13.49580861,3.907991842,5.862496605,7.447871036,6.192941123,14.61403093,6.078330787,44.77451202,32.28449504,62.88377777,29.10376733,38.94266625,79.29975
16.39728206,21.73194139,17.08363493,26.13387976,3.049549136,7.826156692,6.142729617,5.323064211,16.07472444,5.78333429,106.4743649,30.32985957,76.36051358,29.91868683,36.43729771,76.59912
22.66284388,23.64661915,15.63725114,28.74876407,21.99564345,10.86454787,10.33342623,5.485099559,4.442555829,5.220545157,114.3815997,28.46206503,75.70949297,22.25878348,36.27866064,85.48953
22.76445386,25.98732773,19.34840516,27.8935584,8.01234086,13.97245904,6.088979134,0.278011229,9.177437517,5.572591366,110.9200868,27.24412635,68.87357257,25.98469706,35.94504611,84.99792
39.3797216,8.060488437,15.06443813,18.84125526,10.41096042,9.15084783,13.93341739,4.547959061,10.32899643,5.435579293,91.46149491,29.54210003,74.56009575,24.56727398,37.32307449,81.31009
